表層形, 品詞
厳粛,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
食べ,動詞
て,助詞
いる,動詞
、,記号
これ,名詞
も,助詞
一種,名詞
の,助詞
儀式,名詞
の,助詞
よう,名詞
な,助動詞
もの,名詞
で,助動詞
、,記号
家族,名詞
が,助詞
日,名詞
に,助詞
三度々々,副詞
、,記号
時刻,名詞
を,助詞
きめ,動詞
て,助詞
薄暗い,形容詞
一,名詞
部屋,名詞
に,助詞
集り,動詞
、,記号
お,接頭詞
膳,名詞
を,助詞
順序,名詞
正しく,形容詞
並べ,動詞
、,記号
食べ,動詞
たく,助動詞
なく,助動詞
て,助詞
も,助詞
無言,名詞
で,助詞
ごはん,名詞
を,助詞
噛み,動詞
ながら,助詞
、,記号
うつむき,動詞
、,記号
家中,名詞
に,助詞
うごめい,動詞
て,助詞
いる,動詞
霊,名詞
たち,名詞
に,助詞
祈る,動詞
ため,名詞
の,助詞
もの,名詞
かも,助詞
知れ,動詞
ない,助動詞
、,記号
と,助詞
さえ,助詞
考え,動詞
た,助動詞
事,名詞
が,助詞
ある,動詞
くらい,助詞
でし,助動詞
た,助動詞
。,記号
めし,名詞
を,助詞
食べ,動詞
なけれ,助動詞
ば,助詞
死ぬ,動詞
、,記号
という,助詞
言葉,名詞
は,助詞
、,記号
自分,名詞
の,助詞
耳,名詞
に,助詞
は,助詞
、,記号
ただ,接続詞
イヤ,名詞
な,助動詞
おどかし,動詞
と,助詞
しか,助詞
聞え,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
。,記号
その,連体詞
迷信,名詞
は,助詞
、,記号
（,記号
いま,名詞
でも,助詞
自分,名詞
に,助詞
は,助詞
、,記号
何だか,副詞
迷信,名詞
の,助詞
よう,名詞
に,助詞
思わ,動詞
れ,動詞
て,助詞
なら,動詞
ない,助動詞
の,名詞
です,助動詞
が,助詞
）,記号
しかし,接続詞
、,記号
いつも,副詞
自分,名詞
に,助詞
不安,名詞
と,助詞
恐怖,名詞
を,助詞
与え,動詞
まし,助動詞
た,助動詞
。,記号
人間,名詞
は,助詞
、,記号
めし,名詞
を,助詞
食べ,動詞
なけれ,助動詞
ば,助詞
死ぬ,動詞
から,助詞
、,記号
その,連体詞
ため,名詞
に,助詞
働い,動詞
て,助詞
、,記号
めし,名詞
を,助詞
食べ,動詞
なけれ,助動詞
ば,助詞
なら,動詞
ぬ,助動詞
、,記号
という,助詞
言葉,名詞
ほど,助詞
自分,名詞
にとって,助詞
難解,名詞
で,助動詞
晦渋,名詞
で,助動詞
、,記号
そうして,接続詞
脅迫,名詞
めい,動詞
た,助動詞
響き,名詞
を,助詞
感じ,動詞
させる,動詞
言葉,名詞
は,助詞
、,記号
無かっ,形容詞
た,助動詞
の,名詞
です,助動詞
。,記号
つまり,接続詞
自分,名詞
に,助詞
は,助詞
、,記号
人間,名詞
の,助詞
営み,名詞
という,助詞
もの,名詞
が,助詞
未だに,副詞
何,名詞
も,助詞
わかっ,動詞
て,助詞
い,動詞
ない,助動詞
、,記号
という,助詞
事,名詞
に,助詞
なり,動詞
そう,名詞
です,助動詞
。,記号
自分,名詞
の,助詞
幸福,名詞
の,助詞
観念,名詞
と,助詞
、,記号
世,名詞
の,助詞
すべて,名詞
の,助詞
人,名詞
たち,名詞
の,助詞
幸福,名詞
の,助詞
観念,名詞
と,助詞
が,助詞
、,記号
まるで,副詞
食い,動詞
ちがっ,動詞
て,助詞
いる,動詞
よう,名詞
な,助動詞
不安,名詞
、,記号
自分,名詞
は,助詞
その,連体詞
不安,名詞
の,助詞
ため,名詞
に,助詞
夜々,名詞
、,記号
転,副詞
輾,名詞
し,動詞
、,記号
呻吟,名詞
し,動詞
、,記号
発狂,名詞
しかけ,動詞
た,助動詞
事,名詞
さえ,助詞
あり,動詞
ます,助動詞
。,記号
自分,名詞
は,助詞
、,記号
いったい,副詞
幸福,名詞
な,助動詞
の,名詞
でしょ,助動詞
う,助動詞
か,助詞
。,記号
自分,名詞
は,助詞
小さい,形容詞
時,名詞
から,助詞
、,記号
実に,副詞
しばしば,副詞
、,記号
仕合せ,名詞
者,名詞
だ,助動詞
と,助詞
人,名詞
に,助詞
言わ,動詞
れ,動詞
て,助詞
来,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
自分,名詞
で,助詞
は,助詞
いつも,副詞
地獄,名詞
の,助詞
思い,名詞
で,助詞
、,記号
かえって,副詞
、,記号
自分,名詞
を,助詞
仕合せ,名詞
者,名詞
だ,助動詞
と,助詞
言っ,動詞
た,助動詞
ひと,名詞
たち,名詞
の,助詞
ほう,名詞
が,助詞
、,記号
比較,名詞
に,助詞
も,助詞
何,名詞
も,助詞
なら,動詞
ぬ,助動詞
くらい,助詞
ずっと,副詞
ずっと,副詞
安楽,名詞
な,助動詞
よう,名詞
に,助詞
自分,名詞
に,助詞
は,助詞
見える,動詞
の,名詞
です,助動詞
。,記号
自分,名詞
に,助詞
は,助詞
、,記号
禍,名詞
い,名詞
の,助詞
かたまり,動詞
が,助詞
十,名詞
個,名詞
あっ,動詞
て,助詞
、,記号
その,連体詞
中,名詞
の,助詞
一,名詞
個,名詞
でも,助詞
、,記号
隣人,名詞
が,助詞
脊負,名詞
っ,動詞
たら,助動詞
、,記号
その,連体詞
一,名詞
個,名詞
だけ,助詞
でも,助詞
充分,名詞
に,助詞
隣人,名詞
の,助詞
生,接頭詞
命取り,名詞
に,助詞
なる,動詞
の,名詞
で,助動詞
は,助詞
ある,助動詞
まい,助動詞
か,助詞
と,助詞
、,記号
思っ,動詞
た,助動詞
事,名詞
さえ,助詞
あり,動詞
まし,助動詞
た,助動詞
。,記号
つまり,接続詞
、,記号
わから,動詞
ない,助動詞
の,名詞
です,助動詞
。,記号
隣人,名詞
の,助詞
苦しみ,名詞
の,助詞
性質,名詞
、,記号
程度,名詞
が,助詞
、,記号
まるで,副詞
見当,名詞
つか,動詞
ない,助動詞
の,名詞
です,助動詞
。,記号
プラクテカル,名詞
な,助動詞
苦しみ,名詞
、,記号
ただ,接続詞
、,記号
めし,名詞
を,助詞
食え,動詞
たら,助動詞
それ,名詞
で,助詞
解決,名詞
できる,動詞
苦しみ,名詞
、,記号
しかし,接続詞
、,記号
それ,名詞
こそ,助詞
最も,副詞
強い,形容詞
痛苦,名詞
で,助詞
、,記号
自分,名詞
の,助詞
例,名詞
の,助詞
十,名詞
個,名詞
の,助詞
禍,名詞
い,名詞
など,助詞
、,記号
吹っ飛ん,動詞
で,助詞
しまう,動詞
程,名詞
の,助詞
、,記号
凄惨,名詞
な,助動詞
阿鼻地獄,名詞
な,助動詞
の,名詞
かも,助詞
知れ,動詞
ない,助動詞
、,記号
それ,名詞
は,助詞
、,記号
わから,動詞
ない,助動詞
、,記号
しかし,接続詞
、,記号
それ,名詞
に,助詞
し,動詞
て,助詞
は,助詞
、,記号
よく,副詞
自殺,名詞
も,助詞
せ,動詞
ず,助動詞
、,記号
発狂,名詞
も,助詞
せ,動詞
ず,助動詞
、,記号
政党,名詞
を,助詞
論じ,動詞
、,記号
絶望,名詞
せ,動詞
ず,助動詞
、,記号
屈せ,動詞
ず,助動詞
生活,名詞
の,助詞
たたかい,動詞
を,助詞
続け,動詞
て,助詞
行ける,動詞
、,記号
苦しく,形容詞
ない,助動詞
ん,名詞
じゃ,助詞
ない,助動詞
か,助詞
？,記号
　,記号
エゴイスト,名詞
に,助詞
なり,動詞
きっ,動詞
て,助詞
、,記号
しかも,接続詞
それ,名詞
を,助詞
当然,副詞
の,助詞
事,名詞
と,助詞
確信,名詞
し,動詞
、,記号
いちど,名詞
も,助詞
自分,名詞
を,助詞
疑っ,動詞
た,助動詞
事,名詞
が,助詞
無い,形容詞
ん,名詞
じゃ,助詞
ない,助動詞
か,助詞
？,記号
　,記号
それなら,接続詞
、,記号
楽,名詞
だ,助動詞
、,記号
しかし,接続詞
、,記号
人間,名詞
という,助詞
もの,名詞
は,助詞
、,記号
皆,名詞
そんな,連体詞
もの,名詞
で,助動詞
、,記号
また,接続詞
それ,名詞
で,助詞
満点,名詞
な,助動詞
の,名詞
で,助動詞
は,助詞
ない,形容詞
かしら,助詞
、,記号
わから,動詞
ない,助動詞
、,記号
…,記号
…,記号
夜,名詞
は,助詞
ぐっすり,副詞
眠り,動詞
、,記号
朝,名詞
は,助詞
爽快,名詞
な,助動詞
の,名詞
かしら,助詞
、,記号
どんな,連体詞
夢,名詞
を,助詞
見,動詞
て,助詞
いる,動詞
の,名詞
だろ,助動詞
う,助動詞
、,記号
道,名詞
を,助詞
歩き,動詞
ながら,助詞
何,名詞
を,助詞
考え,動詞
て,助詞
いる,動詞
の,名詞
だろ,助動詞
う,助動詞
、,記号
金,名詞
？,記号
　,記号
まさか,副詞
、,記号
それ,名詞
だけ,助詞
で,助詞
も,助詞
無い,形容詞
だろ,助動詞
う,助動詞
、,記号
人間,名詞
は,助詞
、,記号
めし,名詞
を,助詞
食う,動詞
ため,名詞
に,助詞
生き,動詞
て,助詞
いる,動詞
の,名詞
だ,助動詞
、,記号
という,助詞
説,名詞
は,助詞
聞い,動詞
た,助動詞
事,名詞
が,助詞
ある,動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
する,動詞
けれども,助詞
、,記号
金,名詞
の,助詞
ため,名詞
に,助詞
生き,動詞
て,助詞
いる,動詞
、,記号
という,助詞
言葉,名詞
は,助詞
、,記号
耳,名詞
に,助詞
し,動詞
た,助動詞
事,名詞
が,助詞
無い,形容詞
、,記号
いや,接続詞
、,記号
しかし,接続詞
、,記号
ことに,副詞
依る,動詞
と,助詞
、,記号
…,記号
…,記号
いや,感動詞
、,記号
それ,名詞
も,助詞
わから,動詞
ない,助動詞
、,記号
…,記号
…,記号
考えれ,動詞
ば,助詞
考える,動詞
ほど,助詞
、,記号
自分,名詞
に,助詞
は,助詞
、,記号
わから,動詞
なく,助動詞
なり,動詞
、,記号
自分,名詞
ひとり,名詞
全く,副詞
変っ,動詞
て,助詞
いる,動詞
よう,名詞
な,助動詞
、,記号
不安,名詞
と,助詞
恐怖,名詞
に,助詞
襲わ,動詞
れる,動詞
ばかり,助詞
な,助動詞
の,名詞
です,助動詞
。,記号
自分,名詞
は,助詞
隣人,名詞
と,助詞
、,記号
ほとんど,副詞
会話,名詞
が,助詞
出来,動詞
ませ,助動詞
ん,助動詞
。,記号
何,名詞
を,助詞
、,記号
どう,副詞
言っ,動詞
たら,助動詞
いい,形容詞
の,名詞
か,助詞
、,記号
わから,動詞
ない,助動詞
の,名詞
です,助動詞
。,記号
そこで,接続詞
考え出し,動詞
た,助動詞
の,名詞
は,助詞
、,記号
道化,名詞
でし,助動詞
た,助動詞
。,記号
それ,名詞
は,助詞
、,記号
自分,名詞
の,助詞
、,記号
人間,名詞
に対する,助詞
最後,名詞
の,助詞
求愛,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
人間,名詞
を,助詞
極度,名詞
に,助詞
恐れ,動詞
て,助詞
い,動詞
ながら,助詞
、,記号
それでいて,接続詞
、,記号
人間,名詞
を,助詞
、,記号
どうしても,副詞
思い切れ,動詞
なかっ,助動詞
た,助動詞
らしい,助動詞
の,名詞
です,助動詞
。,記号
そうして,接続詞
自分,名詞
は,助詞
、,記号
この,連体詞
道化,名詞
の,助詞
一線,名詞
で,助詞
わずか,副詞
に,助詞
人間,名詞
に,助詞
つながる,動詞
事,名詞
が,助詞
出来,動詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
お,接頭詞
もて,動詞
で,助詞
は,助詞
、,記号
絶えず,副詞
笑顔,名詞
を,助詞
つくり,動詞
ながら,助詞
も,助詞
、,記号
内心,名詞
は,助詞
必死,名詞
の,助詞
、,記号
それ,名詞
こそ,助詞
千,名詞
番,名詞
に,助詞
一番,名詞
の,助詞
兼ね合い,名詞
と,助詞
で,助詞
も,助詞
いう,動詞
べき,助動詞
危機一髪,名詞
の,助詞
、,記号
油,名詞
汗,名詞
流し,動詞
て,助詞
の,助詞
サーヴィス,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
子供,名詞
の,助詞
頃,名詞
から,助詞
、,記号
自分,名詞
の,助詞
家族,名詞
の,助詞
者,名詞
たち,名詞
に対して,助詞
さえ,助詞
、,記号
彼等,名詞
が,助詞
どんなに,副詞
苦しく,形容詞
、,記号
また,接続詞
どんな,連体詞
事,名詞
を,助詞
考え,動詞
て,助詞
生き,動詞
て,助詞
いる,動詞
の,名詞
か,助詞
、,記号
まるで,副詞
ちっとも,副詞
見当,名詞
つか,動詞
ず,助動詞
、,記号
ただ,接続詞
おそろしく,副詞
、,記号
その,連体詞
気まず,形容詞
さ,名詞
に,助詞
堪える,動詞
事,名詞
が,助詞
出来,動詞
ず,助動詞
、,記号
既に,副詞
道化,名詞
の,助詞
上手,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
つまり,接続詞
、,記号
自分,名詞
は,助詞
、,記号
いつのまに,副詞
やら,助詞
、,記号
一言,名詞
も,助詞
本当,名詞
の,助詞
事,名詞
を,助詞
言わ,動詞
ない,助動詞
子,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
です,助動詞
。,記号
その,連体詞
頃,名詞
の,助詞
、,記号
家族,名詞
たち,名詞
と,助詞
一緒,名詞
に,助詞
うつし,動詞
た,助動詞
写真,名詞
など,助詞
を,助詞
見る,動詞
と,助詞
、,記号
他,名詞
の,助詞
者,名詞
たち,名詞
は,助詞
皆,名詞
まじめ,名詞
な,助動詞
顔,名詞
を,助詞
し,動詞
て,助詞
いる,動詞
のに,助詞
、,記号
自分,名詞
ひとり,名詞
、,記号
必ず,副詞
奇妙,名詞
に,助詞
顔,名詞
を,助詞
ゆがめ,動詞
て,助詞
笑っ,動詞
て,助詞
いる,動詞
の,名詞
です,助動詞
。,記号
これ,名詞
も,助詞
また,接続詞
、,記号
自分,名詞
の,助詞
幼く,形容詞
悲しい,形容詞
道化,名詞
の,助詞
一種,名詞
でし,助動詞
た,助動詞
。,記号
また,接続詞
自分,名詞
は,助詞
、,記号
肉親,名詞
たち,名詞
に,助詞
何,名詞
か,助詞
言わ,動詞
れ,動詞
て,助詞
、,記号
口,名詞
応え,名詞
し,動詞
た,助動詞
事,名詞
は,助詞
いちど,名詞
も,助詞
有り,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
。,記号
その,連体詞
わずか,副詞
な,助動詞
おこ,名詞
ごと,名詞
は,助詞
、,記号
自分,名詞
に,助詞
は,助詞
霹靂,名詞
の,助詞
如く,名詞
強く,形容詞
感ぜ,動詞
られ,動詞
、,記号
狂う,動詞
みたい,名詞
に,助詞
